"","LE_1","LE_2","L1_1","L1_2","L3_1","L3_2","LE_IDR","L1_IDR","L3_IDR","summit_agreement","k4cluster","k11cluster","k4weights","k11weights","LE_nonNormed","L1_nonNormed","L3_nonNormed","LE_std","L1_std","L3_std","name","k4labels","variance","peak","feature","start_position","end_position","feature_strand","insideFeature","distancetoFeature","shortestDistance","fromOverlappingOrNearest"
"ELT2peak08709",1.286523,1.508147,3.613532,3.480265,5.851181,5.991779,0,1,1,14.375,4,11,"0.822","1.000","1.397","3.547","5.921","-0.983","-0.033","1.016","ELT2peak08709","Increasing",5.12119142028325,"ELT2peak08709","WBGene00018938",1386248,1388160,"+","downstream",1190,1190,"NearestLocation"
"ELT2peak08710",0.485427,0.830075,1.847997,1.333424,2.669852,3.07195,0,0,1,78.5,4,11,"0.675","1.000","0.658","1.591","2.871","-0.944","-0.104","1.048","ELT2peak08710","Increasing",1.23455567790508,"ELT2peak08710","WBGene00018946",1391800,1393991,"-","upstream",-242,242,"NearestLocation"
"ELT2peak08711",1.959358,1.353637,3.169925,3.169925,1.562936,1.755581,0,0,1,5.5,2,5,"0.673","1.000","1.656","3.170","1.659","-0.579","1.155","-0.576","ELT2peak08711","Post-embryonic",0.762097282516583,"ELT2peak08711","WBGene00019267",1396353,1396551,"-","downstream",552,55,"NearestLocation"
"ELT2peak08712",1.556811,1.213404,1.9855,2.263034,4.534922,4.939312,0,0,1,7,3,9,"0.857","1.000","1.385","2.124","4.737","-0.774","-0.355","1.129","ELT2peak08712","L3-high",3.10155159617175,"ELT2peak08712","WBGene00017612",1417304,1417477,"+","upstream",-541,63,"NearestLocation"
"ELT2peak08714",1.717157,1.929611,3.811471,3.883621,3.562936,4.417086,0,0,1,1.5,4,8,"0.613","1.000","1.823","3.848","3.990","-1.153","0.518","0.635","ELT2peak08714","Increasing",1.46863343926633,"ELT2peak08714","WBGene00195185",1419503,1420122,"+","downstream",939,320,"NearestLocation"
"ELT2peak08715",2.473931,2,1.9855,2.333424,4.35435,4.534922,0,0,1,48.5,3,7,"0.979","1.000","2.237","2.159","4.445","-0.547","-0.607","1.154","ELT2peak08715","L3-high",1.68363933989308,"ELT2peak08715","WBGene00195185",1419503,1420122,"+","downstream",2487,1868,"NearestLocation"
"ELT2peak08716",1.037968,1.350907,2.43296,2.526069,2.032422,1.816693,1,0,0,135,2,6,"0.980","1.000","1.194","2.480","1.925","-1.042","0.952","0.091","ELT2peak08716","Post-embryonic",0.415412563696333,"ELT2peak08716","WBGene00021045",1435098,1435916,"+","downstream",836,836,"NearestLocation"
"ELT2peak08723",1.600904,1.415038,1.9855,2.111032,3.928586,4.370291,0,0,1,23,3,9,"0.886","1.000","1.508","2.048","4.149","-0.760","-0.373","1.133","ELT2peak08723","L3-high",1.94736585255625,"ELT2peak08723","WBGene00016996",1459047,1462793,"+","upstream",-2424,1946,"NearestLocation"
"ELT2peak08724",3.653027,3.47592,5.456806,5.592158,5.190423,5.062169,1,1,1,38.1111111110852,2,6,"0.826","1.000","3.564","5.524","5.126","-1.133","0.759","0.374","ELT2peak08724","Post-embryonic",1.07324582202908,"ELT2peak08724","WBGene00016995",1479542,1484398,"+","upstream",-1649,965,"NearestLocation"
"ELT2peak08728",1.521953,1.621488,4.592158,4.480265,5.129283,5.147899,0,1,1,128,4,8,"0.806","1.000","1.572","4.536","5.139","-1.140","0.412","0.728","ELT2peak08728","Increasing",3.64560551914525,"ELT2peak08728","WBGene00017294",1502860,1503278,"+","downstream",573,155,"NearestLocation"
"ELT2peak08729",1.496567,1.862496,6.111032,5.865919,5.548997,5.562936,1,1,1,25.8333333333333,2,6,"0.629","1.000","1.680","5.988","5.556","-1.150","0.666","0.484","ELT2peak08729","Post-embryonic",5.63013512324033,"ELT2peak08729","WBGene00017294",1502860,1503278,"+","downstream",1803,1385,"NearestLocation"
"ELT2peak08730",1.885357,1.63743,0.959028,1.248535,2.862496,3.35435,0,0,1,23.5,3,7,"0.765","1.000","1.761","1.104","3.108","-0.225","-0.868","1.093","ELT2peak08730","L3-high",1.04425492665608,"ELT2peak08730","WBGene00017298",1510480,1521487,"-","upstream",-2354,2354,"NearestLocation"
"ELT2peak08731",1.748461,1.230613,3.333424,3.570463,5.676278,6.047372,0,1,1,18.25,4,11,"0.754","1.000","1.490","3.452","5.862","-0.964","-0.068","1.032","ELT2peak08731","Increasing",4.79591174503808,"ELT2peak08731","WBGene00019436",1536366,1540287,"+","downstream",4671,750,"NearestLocation"
"ELT2peak08732",2.511899,2.830075,3.280956,3.883621,4.202346,4.520708,0,1,1,97,4,10,"0.940","1.000","2.671","3.582","4.362","-1.025","0.052","0.973","ELT2peak08732","Increasing",0.71593475923075,"ELT2peak08732","WBGene00019436",1536366,1540287,"+","downstream",2900,2900,"NearestLocation"
"ELT2peak08733",1.353637,0.771181,2.847997,2.9855,3.686925,3.769387,0,0,1,28,4,10,"0.975","1.000","1.062","2.917","3.728","-1.103","0.254","0.848","ELT2peak08733","Increasing",1.86719403005425,"ELT2peak08733","WBGene00019435",1547505,1560124,"+","upstream",-699,157,"NearestLocation"
"ELT2peak08734",0.485427,0.415037,2.526069,2.613532,3.562936,3.949959,0,0,1,3,4,10,"0.998","1.000","0.450","2.570","3.756","-1.080","0.186","0.894","ELT2peak08734","Increasing",2.80529377687358,"ELT2peak08734","WBGene00019146",1568678,1572854,"+","upstream",-662,168,"NearestLocation"
"ELT2peak08735",1.374395,1.192645,3.111032,2.333424,3.695386,4.499121,0,0,1,17.5,4,10,"0.897","1.000","1.284","2.722","4.097","-1.007","0.015","0.992","ELT2peak08735","Increasing",1.97961200732275,"ELT2peak08735","WBGene00019188",1604906,1619115,"+","upstream",-1225,547,"NearestLocation"
"ELT2peak08736",2.762961,2.63743,2.895303,2.773996,4.119884,4.447459,1,1,1,19.2222222222481,3,9,"0.992","1.000","2.700","2.835","4.284","-0.652","-0.499","1.151","ELT2peak08736","L3-high",0.770856479529334,"ELT2peak08736","WBGene00019186",1628137,1629454,"+","upstream",-1300,516,"NearestLocation"
"ELT2peak08738",2.084889,1.415037,2.111031,2.333424,1.669851,1.447459,1,0,0,10.5,0,0,"0.000","0.000","1.750","2.222","1.559","-0.274","1.108","-0.834","ELT2peak08738","Not-changing or not IDR-passing",0.116660161930083,"ELT2peak08738","WBGene00017223",1723092,1724888,"+","upstream",-1091,276,"NearestLocation"
"ELT2peak08741",2.485427,2.285754,1.695994,2.847997,4.288761,3.769387,1,0,1,31.5,3,7,"0.966","1.000","2.386","2.272","4.029","-0.519","-0.634","1.153","ELT2peak08741","L3-high",0.966877782326583,"ELT2peak08741","WBGene00044563",1860722,1863543,"+","upstream",-2195,1387,"NearestLocation"
"ELT2peak08742",3.321928,3.251539,2.140779,2.080658,2.769387,3.343623,1,0,0,33,1,3,"0.737","1.000","3.287","2.111","3.057","0.752","-1.135","0.383","ELT2peak08742","LE-specific",0.388421424336584,"ELT2peak08742","WBGene00015118",1892187,1893272,"+","unmapped",-11550,10992,"NearestLocation"
"ELT2peak08743",0.881355,1.462343,3.38405,3.049631,3.769387,4.417086,0,0,1,26.5,4,10,"0.972","1.000","1.172","3.217","4.093","-1.104","0.260","0.844","ELT2peak08743","Increasing",2.24742751817408,"ELT2peak08743","WBGene00015118",1892187,1893272,"+","upstream",-3812,3273,"NearestLocation"
"ELT2peak08744",2.080373,2.058894,2.941106,2.695994,3.486987,3.635086,0,1,1,8.375,4,10,"0.880","1.000","2.070","2.819","3.561","-1.001","0.003","0.999","ELT2peak08744","Increasing",0.556074172510583,"ELT2peak08744","WBGene00022508",1910943,1913357,"-","downstream",1627,923,"NearestLocation"
"ELT2peak08745",1.729352,1.656046,1.918386,2.735522,4.254814,5.166277,1,0,1,235,3,9,"0.876","1.000","1.693","2.327","4.711","-0.765","-0.366","1.132","ELT2peak08745","L3-high",2.53186422357658,"ELT2peak08745","WBGene00018689",1962573,1966188,"+","upstream",-1781,599,"NearestLocation"
"ELT2peak08747",2.055283,2.232173,1.111031,1.9855,1.862497,1.447459,1,0,0,5,0,0,"0.000","0.000","2.144","1.548","1.655","1.138","-0.737","-0.401","ELT2peak08747","Not-changing or not IDR-passing",0.100806618177083,"ELT2peak08747","WBGene00219451",1978014,1980938,"+","downstream",3530,606,"NearestLocation"
"ELT2peak08749",1.374395,1.294743,1.38405,1.695994,3.432352,4.228818,0,0,1,8.5,3,9,"0.993","1.000","1.335","1.540","3.831","-0.650","-0.502","1.152","ELT2peak08749","L3-high",1.91983094407233,"ELT2peak08749","WBGene00022419",2013151,2018062,"+","downstream",132,132,"NearestLocation"
"ELT2peak08761",2.296393,2.371969,2.773996,3.38405,3.417085,3.769387,1,1,1,39,4,10,"0.988","1.000","2.334","3.079","3.593","-1.055","0.121","0.934","ELT2peak08761","Increasing",0.400737351226333,"ELT2peak08761","WBGene00018657",2066554,2070441,"-","upstream",-968,968,"NearestLocation"
"ELT2peak08764",1.767827,1.870717,2.9855,3.456806,5.002048,5.012243,1,1,1,24.8333333333333,4,11,"0.729","1.000","1.819","3.221","5.007","-0.958","-0.080","1.038","ELT2peak08764","Increasing",2.55292950003658,"ELT2peak08764","WBGene00018736",2105629,2107170,"+","downstream",110,110,"NearestLocation"
"ELT2peak08765",2.912052,2.712019,3.333424,3.169925,2.184425,1.862497,1,0,0,62.5,2,2,"0.386","1.000","2.812","3.252","2.023","0.187","0.893","-1.080","ELT2peak08765","Post-embryonic",0.387273432325583,"ELT2peak08765","WBGene00018591",2147614,2149252,"-","unmapped",-6211,6211,"NearestLocation"
"ELT2peak08766",1.536501,1.888969,4.655352,5.033863,3.669851,4.321928,1,1,1,24.3333333333333,2,6,"0.917","1.000","1.713","4.845","3.996","-1.114","0.819","0.295","ELT2peak08766","Post-embryonic",2.62362367844175,"ELT2peak08766","WBGene00018590",2163384,2164069,"+","unmapped",-5680,5064,"NearestLocation"
"ELT2peak08767",2.015942,2.208587,2.280956,1.695994,2.562936,2.447459,0,0,1,24.5,0,0,"0.000","0.000","2.112","1.988","2.505","-0.333","-0.791","1.124","ELT2peak08767","Not-changing or not IDR-passing",0.0727870541342499,"ELT2peak08767","WBGene00018593",2173890,2176411,"-","upstream",-2530,9,"NearestLocation"
"ELT2peak08768",2.329308,2.180572,3.017922,3.358959,4.110424,4.608451,1,1,1,23,4,11,"0.740","1.000","2.255","3.188","4.359","-0.960","-0.075","1.035","ELT2peak08768","Increasing",1.11192781416925,"ELT2peak08768","WBGene00018593",2173890,2176411,"-","upstream",-1222,1222,"NearestLocation"
"ELT2peak08769",2.055283,1.853159,3.952333,3.695994,3.506352,3.720478,1,0,1,33,2,6,"0.655","1.000","1.954","3.824","3.613","-1.149","0.677","0.471","ELT2peak08769","Post-embryonic",1.04900410219908,"ELT2peak08769","WBGene00018587",2180888,2185854,"+","downstream",944,944,"NearestLocation"
"ELT2peak08771",0.991067,1.466568,2.918386,2.333424,2.471306,1.769387,1,0,0,10,2,6,"0.976","1.000","1.229","2.626","2.120","-1.078","0.897","0.182","ELT2peak08771","Post-embryonic",0.500377806236583,"ELT2peak08771","WBGene00003968",2215630,2218980,"+","upstream",-1736,961,"NearestLocation"
"ELT2peak08773",2.685793,2.370643,3.049631,3.918386,3.277534,3.321928,1,1,1,167.444444444496,2,6,"0.809","1.000","2.528","3.484","3.300","-1.135","0.749","0.386","ELT2peak08773","Post-embryonic",0.257120997677583,"ELT2peak08773","WBGene00020509",2221150,2226620,"+","downstream",339,339,"NearestLocation"
"ELT2peak08775",1.222392,1.473931,1.932061,1.823749,3.643856,4.119884,0,0,1,6,3,9,"0.878","1.000","1.348","1.878","3.882","-0.764","-0.368","1.132","ELT2peak08775","L3-high",1.78603044333158,"ELT2peak08775","WBGene00020507",2237911,2240255,"+","upstream",-505,27,"NearestLocation"
"ELT2peak08779",2.444785,2.177998,1.932061,1.918386,4.079727,4.529253,1,1,1,27.3333333333333,3,7,"0.905","1.000","2.311","1.925","4.304","-0.419","-0.722","1.141","ELT2peak08779","L3-high",1.63041273882475,"ELT2peak08779","WBGene00014998",2243602,2247008,"-","downstream",916,59,"NearestLocation"
"ELT2peak08780",1.428843,1.415038,1.526069,1.584962,3.862497,4.288761,0,0,1,19.5,3,9,"0.997","1.000","1.422","1.556","4.076","-0.621","-0.532","1.154","ELT2peak08780","L3-high",2.23514616475658,"ELT2peak08780","WBGene00014999",2259150,2260526,"-","downstream",720,195,"NearestLocation"
"ELT2peak08781",1.54432,0.86484,3.226508,3.111031,4.617384,4.971021,0,0,1,13,4,10,"0.950","1.000","1.205","3.169","4.794","-1.030","0.063","0.967","ELT2peak08781","Increasing",3.23091042031758,"ELT2peak08781","WBGene00044701",2263176,2267472,"-","downstream",833,321,"NearestLocation"
"ELT2peak08782",2,2.369234,3.253989,3.111032,4.906891,5.254814,1,0,1,31.5,3,11,"0.511","1.000","2.185","3.183","5.081","-0.882","-0.204","1.086","ELT2peak08782","L3-high",2.16461230962775,"ELT2peak08782","WBGene00020427",2283998,2287188,"-","upstream",-3940,750,"NearestLocation"
"ELT2peak08784",1.833827,1.524662,2.847997,2.748461,3.343623,3.769387,1,1,1,17,4,10,"0.990","1.000","1.679","2.798","3.557","-1.058","0.127","0.930","ELT2peak08784","Increasing",0.891869298046083,"ELT2peak08784","WBGene00020135",2314896,2319333,"-","upstream",-5514,1077,"NearestLocation"
"ELT2peak08785",2.013806,2.106915,1.570463,1.735522,3.562936,3.135515,0,0,1,12,3,7,"0.843","1.000","2.060","1.653","3.349","-0.332","-0.792","1.124","ELT2peak08785","L3-high",0.784054677656334,"ELT2peak08785","WBGene00020134",2335684,2348635,"+","unmapped",-6927,6216,"NearestLocation"
"ELT2peak08786",1.63743,1.815575,3.918386,4.226508,3.321928,3.54432,0,1,1,27.75,2,6,"0.918","1.000","1.727","4.072","3.433","-1.114","0.821","0.293","ELT2peak08786","Post-embryonic",1.47079107327858,"ELT2peak08786","WBGene00020134",2335684,2348635,"+","upstream",-2282,1599,"NearestLocation"
"ELT2peak08788",1.778786,2.134929,1.641546,1.464668,1.99178,2.635086,0,0,1,7.5,3,4,"0.578","1.000","1.957","1.553","2.313","0.041","-1.020","0.979","ELT2peak08788","L3-high",0.14470936328775,"ELT2peak08788","WBGene00020769",2365700,2365942,"-","upstream",-2598,2356,"NearestLocation"
"ELT2peak08789",1.444785,1.530515,2.9855,2.111031,3.862497,4.417086,0,0,1,12,4,11,"0.607","1.000","1.488","2.548","4.140","-0.927","-0.133","1.060","ELT2peak08789","Increasing",1.78195246392308,"ELT2peak08789","WBGene00020769",2365700,2365942,"-","upstream",-3311,3069,"NearestLocation"
"ELT2peak08790",2.673054,2.657894,3.280956,3.952333,4.769387,5.321928,1,0,1,21.25,4,11,"0.606","1.000","2.665","3.617","5.046","-0.927","-0.133","1.060","ELT2peak08790","Increasing",1.43534616131858,"ELT2peak08790","WBGene00020769",2365700,2365942,"-","upstream",-4625,4625,"NearestLocation"
"ELT2peak08791",2,2.067114,2.634593,2.226509,4.081665,4.676278,1,0,1,27.25,3,9,"0.936","1.000","2.034","2.431","4.379","-0.728","-0.412","1.140","ELT2peak08791","L3-high",1.57581930961108,"ELT2peak08791","WBGene00018578",2375997,2379060,"+","upstream",-3978,3209,"NearestLocation"
"ELT2peak08798",2.222393,2.626542,2.333424,2.773996,4.166277,4.462409,1,0,1,24.75,3,9,"0.995","1.000","2.424","2.554","4.314","-0.637","-0.515","1.153","ELT2peak08798","L3-high",1.11469359833258,"ELT2peak08798","WBGene00020301",2429862,2439158,"-","upstream",-508,508,"NearestLocation"
"ELT2peak08805",1.357322,1.555215,2.028569,1.189034,2.110424,1.92139,1,0,0,36.5,0,0,"0.000","0.000","1.456","1.609","2.016","-0.821","-0.293","1.114","ELT2peak08805","Not-changing or not IDR-passing",0.08369940915025,"ELT2peak08805","WBGene00018715",2540066,2541053,"-","downstream",3741,3105,"NearestLocation"
"ELT2peak08806",0.874469,1.198226,3.111032,3.049631,4.720478,5.058894,0,0,1,23,4,10,"0.928","1.000","1.036","3.080","4.890","-1.020","0.041","0.979","ELT2peak08806","Increasing",3.71664198241808,"ELT2peak08806","WBGene00018715",2540066,2541053,"-","upstream",-1019,32,"NearestLocation"
"ELT2peak08809",2.954697,2.920273,2.722466,2.963474,4.94996,5.091315,1,0,1,33.75,3,7,"0.976","1.000","2.937","2.843","5.021","-0.539","-0.615","1.154","ELT2peak08809","L3-high",1.51511552733958,"ELT2peak08809","WBGene00018716",2543391,2548028,"-","upstream",-1338,1338,"NearestLocation"
"ELT2peak08815",1.155278,1.052467,3.049631,2.9855,1.862497,2.184425,0,0,1,189,2,5,"0.950","1.000","1.104","3.018","2.023","-0.987","1.013","-0.026","ELT2peak08815","Post-embryonic",0.916017944083583,"ELT2peak08815","WBGene00019144",2584539,2585739,"-","upstream",-2014,814,"NearestLocation"
"ELT2peak08816",1.576029,1.485427,1.226508,1.526069,3.35435,3.110424,0,0,1,0.5,3,7,"0.956","1.000","1.531","1.376","3.232","-0.501","-0.651","1.151","ELT2peak08816","L3-high",1.06076609219058,"ELT2peak08816","WBGene00019144",2584539,2585739,"-","upstream",-3758,2558,"NearestLocation"
"ELT2peak08817",1.870091,2.415037,1.9855,2.049631,2.321928,2.447459,1,0,1,133.875,0,0,"0.000","0.000","2.143","2.018","2.385","-0.209","-0.879","1.088","ELT2peak08817","Not-changing or not IDR-passing",0.0348390480260833,"ELT2peak08817","WBGene00003630",2594003,2606732,"+","upstream",-4395,3298,"NearestLocation"
"ELT2peak08818",1.052467,1.366128,1.189034,1.464668,2.801096,3.562936,0,0,1,30.5,3,9,"0.996","1.000","1.209","1.327","3.182","-0.630","-0.523","1.153","ELT2peak08818","L3-high",1.22451238047158,"ELT2peak08818","WBGene00003630",2594003,2606732,"+","upstream",-2552,1805,"NearestLocation"
"ELT2peak08819",1.415037,1.203533,3.695994,3.655352,3.669851,3.816693,0,0,1,10.5,4,8,"0.538","1.000","1.309","3.676","3.743","-1.154","0.553","0.602","ELT2peak08819","Increasing",1.921442417919,"ELT2peak08819","WBGene00003630",2594003,2606732,"+","upstream",-1306,799,"NearestLocation"
"ELT2peak08827",1.552541,1.263034,2.333424,2.226508,2.862497,3.110424,1,0,1,37.75,4,10,"0.956","1.000","1.408","2.280","2.986","-1.033","0.070","0.963","ELT2peak08827","Increasing",0.62533970922025,"ELT2peak08827","WBGene00020510",2688945,2692022,"+","downstream",786,786,"NearestLocation"
"ELT2peak08833",2.553598,2.215729,1.226508,1.226508,2.184425,1.184425,1,0,0,1.5,1,3,"0.949","1.000","2.385","1.227","1.684","1.062","-0.924","-0.138","ELT2peak08833","LE-specific",0.340224349658584,"ELT2peak08833","WBGene00020160",2698257,2705859,"-","upstream",-108,108,"NearestLocation"
"ELT2peak08836",1.385891,1.888969,3.333424,2.9855,3.816693,4.07195,0,0,1,21.5,4,10,"0.994","1.000","1.637","3.159","3.944","-1.088","0.209","0.879","ELT2peak08836","Increasing",1.37572237275608,"ELT2peak08836","WBGene00006742",2710918,2763526,"-","upstream",-962,962,"NearestLocation"
"ELT2peak08842",2.076542,2.086415,2.570463,3.240314,6.047372,6.393878,1,1,1,21.6666666666667,3,9,"0.895","1.000","2.081","2.905","6.221","-0.755","-0.379","1.134","ELT2peak08842","L3-high",4.80035908124908,"ELT2peak08842","WBGene00002210",2843922,2852520,"-","downstream",2190,1356,"NearestLocation"
"ELT2peak08848",1.904652,1.415038,1.695994,1.432959,3.032422,3.184425,1,0,0,8.5,3,7,"0.967","1.000","1.660","1.564","3.108","-0.521","-0.632","1.153","ELT2peak08848","L3-high",0.74854119337725,"ELT2peak08848","WBGene00044304",2892484,2898356,"-","upstream",-2577,2577,"NearestLocation"
"ELT2peak08849",1.492482,1.668794,4.307428,4.43296,3.862496,4.35435,0,1,1,6.75,2,6,"0.616","1.000","1.581","4.370","4.108","-1.151","0.660","0.490","ELT2peak08849","Post-embryonic",2.373307289967,"ELT2peak08849","WBGene00003776",2909536,2918038,"+","unmapped",-5906,5210,"NearestLocation"
"ELT2peak08850",1.485427,1.38109,1.613532,1.695994,3.884864,4.650399,0,0,1,3.5,3,9,"0.994","1.000","1.433","1.655","4.268","-0.646","-0.506","1.152","ELT2peak08850","L3-high",2.48496939082358,"ELT2peak08850","WBGene00003776",2909536,2918038,"+","upstream",-3155,2856,"NearestLocation"
"ELT2peak08852",2.61471,2.222392,3.570463,3.358959,4.928586,5.220048,0,1,1,78.25,4,11,"0.588","1.000","2.419","3.465","5.074","-0.922","-0.140","1.063","ELT2peak08852","Increasing",1.78972921126533,"ELT2peak08852","WBGene00022200",2933361,2937740,"+","upstream",-1600,355,"NearestLocation"
"ELT2peak08855",1.502501,0.984403,1.695994,2.333424,2.669851,3.447459,0,0,1,8.5,4,11,"0.685","1.000","1.243","2.015","3.059","-0.946","-0.100","1.046","ELT2peak08855","Increasing",0.829937090362333,"ELT2peak08855","WBGene00022199",2940872,2945481,"+","upstream",-1386,684,"NearestLocation"
"ELT2peak08857",1.61471,0.708769,2.333424,1.847997,3.386058,3.184425,0,0,1,4,4,11,"0.722","1.000","1.162","2.091","3.285","-0.956","-0.083","1.039","ELT2peak08857","Increasing",1.133192028801,"ELT2peak08857","WBGene00021528",2957934,2968167,"+","downstream",247,247,"NearestLocation"
"ELT2peak08858",1.029747,1.016488,3.480265,3.811471,4.33823,4.960528,0,0,1,50.5,4,10,"0.952","1.000","1.023","3.646","4.649","-1.112","0.288","0.824","ELT2peak08858","Increasing",3.50593782979225,"ELT2peak08858","WBGene00021528",2957934,2968167,"+","downstream",2570,2570,"NearestLocation"
"ELT2peak08859",1.222392,1.074001,2.158337,2.526069,4.534922,4.757314,0,1,1,19,3,11,"0.522","1.000","1.148","2.342","4.646","-0.880","-0.208","1.088","ELT2peak08859","L3-high",3.16152177823825,"ELT2peak08859","WBGene00021528",2957934,2968167,"+","downstream",3248,3248,"NearestLocation"
"ELT2peak08860",0.63743,0.071083,3.38405,3.480265,3.686925,4.172352,0,1,1,30.625,4,8,"0.754","1.000","0.354","3.432","3.930","-1.145","0.444","0.701","ELT2peak08860","Increasing",3.750719726181,"ELT2peak08860","WBGene00021527",2976457,2981008,"+","upstream",-4049,3298,"NearestLocation"
